hole_id,y,x,z,max_depth
CE-1780,9616915,771988,89.41,9.01
CE-1779,9620049,772038,289.25,23.79
CE-1782,9620000,772038,279.65,12.84
CE-1781,9619950,772038,280.35,23.07
CE-1768,9619900,772038,271.93,22.73
CE-1767,9619850,772038,281.39,17.16
CE-1770,9619800,772038,280.89,15.49
CE-1769,9619750,772038,282.29,15.06
CE-1772,9619700,772038,289.61,22.34
CE-1771,9619650,772038,308.13,22.84
CE-1774,9619600,772038,326.32,15.24
CE-1773,9619550,772038,347.07,21.61
CE-1792,9619500,772038,367.3,24.1
CE-1791,9619450,772038,388.56,21.81
CE-1794,9619400,772038,410.22,23.81
CE-1793,9619350,772038,426.8,24.31
CE-1796,9619300,772038,427.21,20.8
CE-1795,9619250,772038,436.36,24.51
CE-1798,9619200,772038,464.27,15.25
CE-1797,9619150,772038,476.55,23.69
CE-1784,9619100,772038,484.97,20.2
CE-1783,9619050,772038,478.32,9.13
CE-1786,9619000,772038,462.84,18.35
CE-1785,9618950,772038,438.11,12.56
CE-1788,9618900,772038,422.27,16.23
CE-1787,9618850,772038,413.21,19.59
CE-1790,9618800,772038,414.26,24.77
CE-1789,9618750,772038,414.55,20.51
CE-1744,9618700,772038,393.64,21.38
CE-1743,9618650,772038,373.3,21.12
CE-1746,9618600,772038,372.16,15.53
CE-1745,9618550,772038,373.41,16.3
CE-1748,9618500,772038,379.67,17.41
CE-1747,9618450,772038,378.78,19.24
CE-1750,9618400,772038,404.13,22.35
CE-1749,9618350,772038,433.66,19.62
CE-1736,9618300,772038,434.62,23.43
CE-1735,9618250,772038,424.61,21.61
CE-1738,9618200,772038,425.35,21.07
CE-1737,9618150,772038,427.74,15.44
CE-1740,9618100,772038,434.05,23.67
CE-1739,9618050,772038,446.68,23.46
CE-1742,9618000,772038,472.28,22.55
CE-1741,9617950,772038,463.06,22.55
CE-1760,9617900,772038,450.52,16.98
CE-1759,9617850,772038,450.58,16.79
CE-1762,9617800,772038,438.99,18.76
CE-1761,9617750,772038,414.31,19.73
CE-1764,9617700,772038,400.97,24.68
CE-1763,9617650,772038,396.22,13.82
CE-1766,9617600,772038,398.73,15.99
CE-1765,9617550,772038,382.24,20.51
CE-1752,9617500,772038,368.69,19.38
CE-1751,9617450,772038,347.25,18.96
CE-1754,9617400,772038,321.58,18.41
CE-1753,9617350,772038,289.25,21.39
CE-1756,9617300,772038,246.47,21.43
CE-1755,9617250,772038,211.43,23.46
CE-1758,9617200,772038,185.74,15.88
CE-1757,9617150,772038,158.89,23.2
CE-1712,9617100,772038,143.35,16.55
CE-1711,9617050,772038,121.59,13.67
CE-1714,9617000,772038,107.6,9.75
CE-1713,9616950,772038,90.37,11.76
CE-1716,9616915,772038,78.32,10.51
CE-1715,9620050,772088,282.64,22.39
CE-1718,9620000,772088,280.87,18.12
CE-1717,9619950,772088,269.61,17.99
CE-1704,9619900,772088,268.31,16.85
CE-1703,9619850,772088,267.42,10.51
CE-1706,9619800,772088,267.48,22.24
CE-1705,9619750,772088,276.05,10.01
CE-1708,9619700,772088,290.16,20.42
CE-1707,9619650,772088,307.75,15.87
CE-1710,9619600,772088,326.44,19.69
CE-1709,9619550,772088,351.46,15.19
CE-1728,9619500,772088,374.97,19.96
CE-1727,9619450,772088,396.49,18.04
CE-1730,9619400,772088,399.95,20.66
CE-1729,9619350,772088,401.08,23.01
CE-1732,9619300,772088,393.75,19.29
CE-1731,9619250,772088,406.43,24.1
CE-1734,9619200,772088,440.21,22.86
CE-1733,9619150,772088,458.55,15.44
CE-1720,9619100,772088,464.4,15.71
CE-1719,9619050,772088,488.7,22.51
CE-1722,9619000,772088,477.35,20.81
CE-1721,9618950,772088,457.6,17.13
CE-1724,9618900,772088,445.7,18.12
CE-1723,9618850,772088,438.39,15.42
CE-1726,9618800,772088,440.29,22.8
CE-1725,9618750,772088,446.01,20.49
CE-1680,9618700,772088,418.4,18.68
CE-1679,9618650,772088,400.17,22.07
CE-1682,9618600,772088,404.51,20.37
CE-1681,9618550,772088,408.87,21.78
CE-1684,9618500,772088,420.71,18.29
CE-1683,9618450,772088,409.78,15.83
CE-1686,9618400,772088,429.33,23.7
CE-1685,9618350,772088,455.73,24.75
CE-1672,9618300,772088,467.0,15.79
CE-1671,9618250,772088,463.19,16.5
CE-1674,9618200,772088,466.62,23.19
CE-1673,9618150,772088,474.29,21.84
CE-1676,9618100,772088,480.3,24.67
CE-1675,9618050,772088,487.04,11.52
CE-1678,9618000,772088,506.68,16.62
CE-1677,9617950,772088,492.05,21.92
CE-1696,9617900,772088,484.61,13.05
CE-1695,9617850,772088,467.04,19.28
CE-1698,9617800,772088,426.94,17.38
CE-1697,9617750,772088,402.86,22.09
CE-1700,9617700,772088,384.51,18.0
CE-1699,9617650,772088,371.15,18.43
CE-1702,9617600,772088,363.53,15.54
CE-1701,9617550,772088,355.24,20.68
CE-1688,9617500,772088,343.7,15.64
CE-1687,9617450,772088,325.36,12.9
CE-1690,9617400,772088,302.95,22.42
CE-1689,9617350,772088,268.88,22.06
CE-1692,9617300,772088,229.36,24.91
CE-1691,9617250,772088,200.63,24.7
CE-1694,9617200,772088,170.79,22.0
CE-1693,9617150,772088,135.58,17.2
CE-0624,9617100,772088,112.92,8.04
CE-0623,9617050,772088,95.41,12.64
CE-0626,9617000,772088,82.8,9.35
CE-0625,9616950,772088,70.28,13.53
CE-0628,9616915,772088,64.22,5.33
CE-0627,9620050,772138,273.43,16.94
CE-0630,9620000,772138,266.76,17.12
CE-0629,9619950,772138,261.02,17.76
CE-0616,9619900,772138,259.14,18.66
CE-0615,9619850,772138,258.7,10.09
CE-0618,9619800,772138,271.47,15.53
CE-0617,9619750,772138,290.49,16.79
CE-0620,9619700,772138,309.48,10.87
CE-0619,9619650,772138,331.75,17.99
CE-0622,9619600,772138,348.37,15.42
CE-0621,9619550,772138,363.9,9.08
CE-0640,9619500,772138,373.8,21.58
CE-0639,9619450,772138,376.96,15.11
CE-0642,9619400,772138,372.94,19.42
CE-0641,9619350,772138,363.01,22.62
CE-0644,9619300,772138,368.81,23.15
CE-0643,9619250,772138,394.44,19.06
CE-0646,9619200,772138,420.54,23.33
CE-0645,9619150,772138,437.45,24.06
CE-0632,9619100,772138,446.87,24.41
CE-0631,9619050,772138,485.97,23.64
CE-0634,9619000,772138,489.05,17.61
CE-0633,9618950,772138,471.97,23.01
CE-0636,9618900,772138,469.68,22.0
CE-0635,9618850,772138,465.51,17.64
CE-0638,9618800,772138,467.05,18.09
CE-0637,9618750,772138,457.82,19.62
CE-0592,9618700,772138,439.01,19.06
CE-0591,9618650,772138,431.17,18.37
CE-0594,9618600,772138,441.61,20.31
CE-0593,9618550,772138,456.67,15.47
CE-0596,9618500,772138,460.38,15.47
CE-0595,9618450,772138,447.4,23.69
CE-0598,9618400,772138,459.99,17.46
CE-0597,9618350,772138,480.19,19.0
CE-0584,9618300,772138,504.65,22.21
CE-0583,9618250,772138,507.95,24.49
CE-0586,9618200,772138,505.4,23.23
CE-0585,9618150,772138,520.68,20.66
CE-0588,9618100,772138,522.18,15.7
CE-0587,9618050,772138,508.0,17.57
CE-0590,9618000,772138,490.68,21.98
CE-0589,9617950,772138,464.65,18.63
CE-0608,9617900,772138,463.02,17.34
CE-0607,9617850,772138,459.59,23.28
CE-0610,9617800,772138,428.26,15.7
CE-0609,9617750,772138,407.37,23.67
CE-0612,9617700,772138,388.63,22.23
CE-0611,9617650,772138,363.13,13.43
CE-0614,9617600,772138,346.2,18.19
CE-0613,9617550,772138,339.53,15.35
CE-0600,9617500,772138,326.97,20.82
CE-0599,9617450,772138,306.77,20.27
CE-0602,9617400,772138,280.86,16.01
CE-0601,9617350,772138,253.82,18.17
CE-0604,9617300,772138,217.9,14.12
CE-0603,9617250,772138,181.18,15.24
CE-0606,9617200,772138,152.28,21.13
CE-0605,9617150,772138,123.9,9.62
CE-0560,9617100,772138,100.97,10.16
CE-0559,9617050,772138,80.17,13.56
CE-0562,9617000,772138,67.42,13.52
CE-0561,9616950,772138,54.62,5.19
CE-0564,9616915,772138,45.19,10.69
CE-0563,9620050,772188,268.91,16.98
CE-0566,9620000,772188,263.74,21.69
CE-0565,9619950,772188,255.88,13.73
CE-0552,9619900,772188,250.55,24.06
CE-0551,9619850,772188,249.5,13.12
CE-0554,9619800,772188,257.16,17.42
CE-0553,9619750,772188,291.87,24.65
CE-0556,9619700,772188,317.94,19.09
CE-0555,9619650,772188,333.91,16.66
CE-0558,9619600,772188,344.07,17.3
CE-0557,9619550,772188,346.62,18.2
CE-0576,9619500,772188,347.23,19.27
CE-0575,9619450,772188,347.2,16.76
CE-0578,9619400,772188,333.31,22.06
CE-0577,9619350,772188,332.09,21.54
CE-0580,9619300,772188,348.5,16.11
CE-0579,9619250,772188,371.01,23.84
CE-0582,9619200,772188,399.77,24.08
CE-0581,9619150,772188,419.11,23.91
CE-0568,9619100,772188,436.99,15.2
CE-0567,9619050,772188,469.3,17.58
CE-0570,9619000,772188,468.67,19.4
CE-0569,9618950,772188,452.62,22.59
CE-0572,9618900,772188,460.97,20.55
CE-0571,9618850,772188,457.63,22.05
CE-0574,9618800,772188,466.55,10.24
CE-0573,9618750,772188,454.68,10.41
CE-0528,9618700,772188,456.67,11.55
CE-0527,9618650,772188,464.17,21.77
CE-0530,9618600,772188,478.94,19.91
CE-0529,9618550,772188,497.75,16.33
CE-0532,9618500,772188,490.7,22.18
CE-0531,9618450,772188,477.14,14.7
CE-0534,9618400,772188,492.78,16.87
CE-0533,9618350,772188,510.38,16.07
CE-0520,9618300,772188,543.25,20.25
CE-0519,9618250,772188,554.39,21.31
CE-0522,9618200,772188,555.09,23.58
CE-0521,9618150,772188,555.92,18.38
CE-0524,9618100,772188,539.66,16.11
CE-0523,9618050,772188,503.19,19.26
CE-0526,9618000,772188,462.41,16.77
CE-0525,9617950,772188,429.96,24.48
CE-0544,9617900,772188,427.03,20.04
CE-0543,9617850,772188,423.61,22.72
CE-0546,9617800,772188,419.16,17.45
CE-0545,9617750,772188,403.57,16.76
CE-0548,9617700,772188,385.56,21.33
CE-0547,9617650,772188,366.67,19.34
CE-0550,9617600,772188,352.05,21.67
CE-0549,9617550,772188,337.99,13.74
CE-0536,9617500,772188,315.99,22.25
CE-0535,9617450,772188,293.78,11.11
CE-0538,9617400,772188,271.12,12.27
CE-0537,9617350,772188,240.88,24.79
CE-0540,9617300,772188,207.28,18.57
CE-0539,9617250,772188,170.98,20.66
CE-0542,9617200,772188,137.05,21.31
CE-0541,9617150,772188,115.0,8.03
CE-0496,9617100,772188,93.45,10.54
CE-0495,9617050,772188,72.61,7.52
CE-0498,9617000,772188,55.35,6.81
CE-0497,9616950,772188,41.4,8.82
CE-0500,9616915,772188,35.06,11.83
CE-0499,9620050,772238,271.42,15.9
CE-0502,9620000,772238,259.42,16.77
CE-0501,9619950,772238,245.04,19.06
CE-0488,9619900,772238,240.71,16.56
CE-0487,9619850,772238,241.54,10.44
CE-0490,9619800,772238,245.66,15.96
CE-0489,9619750,772238,276.32,19.39
CE-0492,9619700,772238,307.83,20.79
CE-0491,9619650,772238,319.27,21.83
CE-0494,9619600,772238,324.45,21.07
CE-0493,9619550,772238,319.89,9.18
CE-0512,9619500,772238,316.08,23.46
CE-0511,9619450,772238,309.1,15.84
CE-0514,9619400,772238,302.1,23.23
CE-0513,9619350,772238,305.69,15.85
CE-0516,9619300,772238,333.8,24.5
CE-0515,9619250,772238,364.7,21.38
CE-0518,9619200,772238,397.88,21.92
CE-0517,9619150,772238,421.48,17.36
CE-0504,9619100,772238,434.87,14.66
CE-0503,9619050,772238,456.62,11.16
CE-0506,9619000,772238,444.53,18.96
CE-0505,9618950,772238,424.65,24.37
CE-0508,9618900,772238,426.28,17.53
CE-0507,9618850,772238,435.76,24.24
CE-0510,9618800,772238,443.68,23.0
CE-0509,9618750,772238,433.08,12.85
CE-0464,9618700,772238,452.42,23.46
CE-0463,9618650,772238,475.34,21.12
CE-0466,9618600,772238,492.24,21.71
CE-0465,9618550,772238,516.03,21.12
CE-0468,9618500,772238,518.9,15.83
CE-0467,9618450,772238,516.94,10.79
CE-0470,9618400,772238,524.65,20.67
CE-0469,9618350,772238,541.04,11.97
CE-0456,9618300,772238,569.9,16.0
CE-0455,9618250,772238,597.3,20.22
CE-0458,9618200,772238,585.4,17.04
CE-0457,9618150,772238,564.04,17.33
CE-0460,9618100,772238,534.38,24.37
CE-0459,9618050,772238,498.46,23.11
CE-0462,9618000,772238,455.08,18.84
CE-0461,9617950,772238,421.74,20.56
CE-0480,9617900,772238,405.87,24.98
CE-0479,9617850,772238,392.18,13.96
CE-0482,9617800,772238,390.67,22.38
CE-0481,9617750,772238,382.53,16.7
CE-0484,9617700,772238,368.66,9.59
CE-0483,9617650,772238,355.04,9.21
CE-0486,9617600,772238,350.34,18.75
CE-0485,9617550,772238,338.82,18.67
CE-0472,9617500,772238,318.28,10.58
CE-0471,9617450,772238,293.6,21.96
CE-0474,9617400,772238,273.56,14.69
CE-0473,9617350,772238,242.83,16.05
CE-0476,9617300,772238,204.3,17.17
CE-0475,9617250,772238,173.56,13.88
CE-0478,9617200,772238,138.16,18.05
CE-0477,9617150,772238,116.35,11.86
CE-0432,9617100,772238,96.03,12.73
CE-0431,9617050,772238,76.97,12.68
CE-0434,9617000,772238,60.98,9.32
CE-0433,9616950,772238,53.27,9.11
CE-0436,9616915,772238,43.77,12.39
CE-0435,9620050,772288,280.31,19.16
CE-0438,9620000,772288,256.89,21.09
CE-0437,9619950,772288,243.46,20.02
CE-0424,9619900,772288,235.35,9.87
CE-0423,9619850,772288,234.39,20.69
CE-0426,9619800,772288,243.9,9.96
CE-0425,9619750,772288,268.51,15.11
CE-0428,9619700,772288,298.39,13.89
CE-0427,9619650,772288,304.36,18.54
CE-0430,9619600,772288,304.16,18.13
CE-0429,9619550,772288,291.14,17.9
CE-0448,9619500,772288,275.04,22.64
CE-0447,9619450,772288,271.01,21.11
CE-0450,9619400,772288,282.84,21.46
CE-0449,9619350,772288,295.33,16.73
CE-0452,9619300,772288,334.9,15.51
CE-0451,9619250,772288,375.61,19.37
CE-0454,9619200,772288,399.66,16.4
CE-0453,9619150,772288,416.7,17.81
CE-0440,9619100,772288,433.42,20.08
CE-0439,9619050,772288,436.92,22.54
CE-0442,9619000,772288,429.38,15.99
CE-0441,9618950,772288,407.3,13.49
CE-0444,9618900,772288,394.94,17.77
CE-0443,9618850,772288,414.49,14.31
CE-0446,9618800,772288,419.54,21.94
CE-0445,9618750,772288,411.79,15.45
CE-0400,9618700,772288,435.39,13.42
CE-0399,9618650,772288,452.62,11.27
CE-0402,9618600,772288,476.37,21.58
CE-0401,9618550,772288,495.66,11.47
CE-0404,9618500,772288,524.2,23.95
CE-0403,9618450,772288,541.68,20.26
CE-0406,9618400,772288,559.26,22.17
CE-0405,9618350,772288,576.71,24.29
CE-0392,9618300,772288,591.13,15.24
CE-0391,9618250,772288,605.32,9.47
CE-0394,9618200,772288,572.22,17.41
CE-0393,9618150,772288,547.32,16.91
CE-0396,9618100,772288,521.82,9.71
CE-0395,9618050,772288,478.01,16.25
CE-0398,9618000,772288,443.78,20.45
CE-0397,9617950,772288,420.21,17.81
CE-0416,9617900,772288,402.72,20.03
CE-0415,9617850,772288,381.45,21.6
CE-0418,9617800,772288,369.87,10.04
CE-0417,9617750,772288,361.12,18.29
CE-0420,9617700,772288,353.0,19.88
CE-0419,9617650,772288,339.94,22.82
CE-0422,9617600,772288,332.55,19.7
CE-0421,9617550,772288,330.75,19.92
CE-0408,9617500,772288,308.71,18.89
CE-0407,9617450,772288,275.55,16.75
CE-0410,9617400,772288,261.16,23.82
CE-0409,9617350,772288,235.55,19.57
CE-0412,9617300,772288,205.93,15.18
CE-0411,9617250,772288,178.92,21.76
CE-0414,9617200,772288,145.54,12.74
CE-0413,9617150,772288,132.72,21.18
CE-0368,9617100,772288,119.16,8.17
CE-0367,9617050,772288,98.11,12.33
CE-0370,9617000,772288,82.98,9.14
CE-0369,9616950,772288,65.46,12.13
CE-0372,9616915,772288,59.33,6.01
CE-0371,9620050,772338,276.41,10.72
CE-0374,9620000,772338,254.51,16.87
CE-0373,9619950,772338,240.09,23.96
CE-0360,9619900,772338,226.82,19.72
CE-0359,9619850,772338,229.58,16.8
CE-0362,9619800,772338,246.42,21.63
CE-0361,9619750,772338,267.07,19.93
CE-0364,9619700,772338,283.77,9.82
CE-0363,9619650,772338,282.78,20.21
CE-0366,9619600,772338,276.42,22.95
CE-0365,9619550,772338,265.62,17.13
CE-0384,9619500,772338,248.24,15.17
CE-0383,9619450,772338,250.18,21.45
CE-0386,9619400,772338,279.01,17.26
CE-0385,9619350,772338,303.83,15.12
CE-0388,9619300,772338,333.8,21.42
CE-0387,9619250,772338,375.09,15.63
CE-0390,9619200,772338,398.93,11.41
CE-0389,9619150,772338,433.39,15.41
CE-0376,9619100,772338,444.11,17.2
CE-0375,9619050,772338,425.57,11.64
CE-0378,9619000,772338,408.99,15.78
CE-0377,9618950,772338,394.82,17.95
CE-0380,9618900,772338,385.51,21.13
CE-0379,9618850,772338,396.55,16.23
CE-0382,9618800,772338,401.11,16.47
CE-0381,9618750,772338,406.44,18.46
CE-0336,9618700,772338,426.58,21.71
CE-0335,9618650,772338,441.4,15.35
CE-0338,9618600,772338,453.79,17.37
CE-0337,9618550,772338,471.13,20.12
CE-0340,9618500,772338,498.78,19.79
CE-0339,9618450,772338,533.96,22.48
CE-0342,9618400,772338,554.74,15.28
CE-0341,9618350,772338,592.91,15.27
CE-0328,9618300,772338,604.13,19.14
CE-0327,9618250,772338,599.58,10.64
CE-0330,9618200,772338,572.47,22.5
CE-0329,9618150,772338,537.79,20.93
CE-0332,9618100,772338,509.82,24.3
CE-0331,9618050,772338,463.54,15.39
CE-0334,9618000,772338,433.54,9.43
CE-0333,9617950,772338,408.41,22.0
CE-0352,9617900,772338,394.28,17.84
CE-0351,9617850,772338,376.37,18.92
CE-0354,9617800,772338,359.03,18.06
CE-0353,9617750,772338,347.22,24.57
CE-0356,9617700,772338,336.93,17.68
CE-0355,9617650,772338,323.37,18.43
CE-0358,9617600,772338,306.39,16.02
CE-0357,9617550,772338,289.51,16.53
CE-0344,9617500,772338,274.01,19.68
CE-0343,9617450,772338,255.49,17.11
CE-0346,9617400,772338,231.13,24.04
CE-0345,9617350,772338,214.2,20.37
CE-0348,9617300,772338,198.3,17.77
CE-0347,9617250,772338,177.48,15.19
CE-0350,9617200,772338,166.2,16.83
CE-0349,9617150,772338,163.65,21.83
CE-0304,9617100,772338,142.19,20.78
CE-0303,9617050,772338,120.33,23.0
CE-0306,9617000,772338,103.01,10.58
CE-0305,9616950,772338,89.19,11.08
CE-0308,9616915,772338,82.49,12.22
CE-0307,9620050,772388,269.18,15.59
CE-0310,9620000,772388,248.53,15.93
CE-0309,9619950,772388,229.98,23.74
CE-0296,9619900,772388,220.44,24.34
CE-0295,9619850,772388,225.85,16.69
CE-0298,9619800,772388,246.65,23.08
CE-0297,9619750,772388,265.72,21.05
CE-0300,9619700,772388,270.26,16.03
CE-0299,9619650,772388,255.68,20.73
CE-0302,9619600,772388,244.38,18.1
CE-0301,9619550,772388,239.77,22.75
CE-0320,9619500,772388,236.96,22.77
CE-0319,9619450,772388,255.97,21.26
CE-0322,9619400,772388,276.84,16.6
CE-0321,9619350,772388,291.5,21.44
CE-0324,9619300,772388,314.19,13.04
CE-0323,9619250,772388,359.25,18.16
CE-0326,9619200,772388,398.08,22.94
CE-0325,9619150,772388,440.51,24.9
CE-0312,9619100,772388,436.29,21.34
CE-0311,9619050,772388,420.17,15.27
CE-0314,9619000,772388,394.83,20.98
CE-0313,9618950,772388,376.78,21.87
CE-0316,9618900,772388,363.55,22.04
CE-0315,9618850,772388,383.52,18.52
CE-0318,9618800,772388,395.22,24.54
CE-0317,9618750,772388,401.44,17.93
CE-0272,9618700,772388,405.83,19.77
CE-0271,9618650,772388,414.05,15.28
CE-0274,9618600,772388,431.11,13.13
CE-0273,9618550,772388,449.56,21.14
CE-0276,9618500,772388,480.65,22.69
CE-0275,9618450,772388,523.67,22.73
CE-0278,9618400,772388,555.88,15.69
CE-0277,9618350,772388,598.98,22.34
CE-0264,9618300,772388,608.9,15.4
CE-0263,9618250,772388,589.01,21.24
CE-0266,9618200,772388,571.18,24.53
CE-0265,9618150,772388,540.53,21.42
CE-0268,9618100,772388,514.97,23.31
CE-0267,9618050,772388,483.16,20.5
CE-0270,9618000,772388,456.61,18.85
CE-0269,9617950,772388,428.68,15.38
CE-0288,9617900,772388,410.74,21.75
CE-0287,9617850,772388,383.59,17.82
CE-0290,9617800,772388,351.02,22.27
CE-0289,9617750,772388,331.44,13.43
CE-0292,9617700,772388,314.08,16.53
CE-0291,9617650,772388,300.96,22.49
CE-0294,9617600,772388,277.38,22.22
CE-0293,9617550,772388,262.11,15.7
CE-0280,9617500,772388,243.84,24.94
CE-0279,9617450,772388,226.66,16.15
CE-0282,9617400,772388,206.67,21.84
CE-0281,9617350,772388,183.94,24.16
CE-0284,9617300,772388,170.11,23.33
CE-0283,9617250,772388,168.35,19.34
CE-0286,9617200,772388,174.64,22.61
CE-0285,9617150,772388,165.42,9.92
CE-0240,9617100,772388,154.81,20.77
CE-0239,9617050,772388,141.18,22.2
CE-0242,9617000,772388,125.0,13.06
CE-0241,9616950,772388,107.51,10.46
CE-0244,9616915,772388,99.21,10.51
CE-0243,9620050,772438,263.1,20.48
CE-0246,9620000,772438,238.42,9.72
CE-0245,9619950,772438,227.53,17.85
CE-0232,9619900,772438,215.07,20.49
CE-0231,9619850,772438,222.28,12.47
CE-0234,9619800,772438,245.19,13.9
CE-0233,9619750,772438,265.51,24.98
CE-0236,9619700,772438,244.22,19.27
CE-0235,9619650,772438,221.18,17.15
CE-0238,9619600,772438,214.08,17.63
CE-0237,9619550,772438,216.39,16.67
CE-0256,9619500,772438,226.99,20.98
CE-0255,9619450,772438,253.23,14.29
CE-0258,9619400,772438,255.16,15.99
CE-0257,9619350,772438,270.95,24.06
CE-0260,9619300,772438,310.42,23.02
CE-0259,9619250,772438,351.27,16.7
CE-0262,9619200,772438,401.46,10.21
CE-0261,9619150,772438,418.78,19.49
CE-0248,9619100,772438,418.22,21.84
CE-0247,9619050,772438,404.12,20.25
CE-0250,9619000,772438,383.54,19.29
CE-0249,9618950,772438,362.55,19.86
CE-0252,9618900,772438,350.72,22.41
CE-0251,9618850,772438,370.29,23.58
CE-0254,9618800,772438,387.36,17.85
CE-0253,9618750,772438,393.3,15.74
CE-0208,9618700,772438,392.33,13.99
CE-0207,9618650,772438,396.84,18.63
CE-0210,9618600,772438,415.08,16.06
CE-0209,9618550,772438,444.33,14.33
CE-0212,9618500,772438,488.18,15.69
CE-0211,9618450,772438,527.17,19.99
CE-0214,9618400,772438,560.49,20.0
CE-0213,9618350,772438,598.54,21.28
CE-0200,9618300,772438,584.09,15.46
CE-0199,9618250,772438,559.64,22.8
CE-0202,9618200,772438,547.27,18.25
CE-0201,9618150,772438,529.27,23.87
CE-0204,9618100,772438,511.98,22.41
CE-0203,9618050,772438,488.01,22.42
CE-0206,9618000,772438,461.27,9.7
CE-0205,9617950,772438,434.71,23.45
CE-0224,9617900,772438,417.46,16.25
CE-0223,9617850,772438,393.07,21.76
CE-0226,9617800,772438,361.24,16.01
CE-0225,9617750,772438,332.49,13.93
CE-0228,9617700,772438,313.72,22.37
CE-0227,9617650,772438,285.03,17.48
CE-0230,9617600,772438,258.89,22.36
CE-0229,9617550,772438,233.09,15.11
CE-0216,9617500,772438,210.19,11.18
CE-0215,9617450,772438,193.54,17.43
CE-0218,9617400,772438,182.0,12.91
CE-0217,9617350,772438,161.31,16.02
CE-0220,9617300,772438,144.63,15.79
CE-0219,9617250,772438,151.64,18.26
CE-0222,9617200,772438,152.1,22.73
CE-0221,9617150,772438,143.68,21.0
CE-0176,9617100,772438,137.58,19.48
CE-0175,9617050,772438,147.35,22.49
CE-0178,9617000,772438,124.11,13.6
CE-0177,9616950,772438,112.5,8.32
CE-0180,9616915,772438,113.35,8.32
CE-0179,9620050,772488,252.94,10.54
CE-0182,9620000,772488,227.48,20.34
CE-0181,9619950,772488,214.9,22.03
CE-0168,9619900,772488,217.38,18.97
CE-0167,9619850,772488,225.35,24.0
CE-0170,9619800,772488,241.55,20.36
CE-0169,9619750,772488,260.52,12.76
CE-0172,9619700,772488,232.82,17.37
CE-0171,9619650,772488,201.97,22.04
CE-0174,9619600,772488,189.55,10.06
CE-0173,9619550,772488,194.34,24.6
CE-0192,9619500,772488,213.93,11.18
CE-0191,9619450,772488,233.48,22.66
CE-0194,9619400,772488,246.89,22.96
CE-0193,9619350,772488,275.53,21.58
CE-0196,9619300,772488,303.42,9.23
CE-0195,9619250,772488,348.84,19.0
CE-0198,9619200,772488,377.89,15.43
CE-0197,9619150,772488,392.17,22.04
CE-0184,9619100,772488,390.15,9.25
CE-0183,9619050,772488,379.03,23.46
CE-0186,9619000,772488,364.09,9.33
CE-0185,9618950,772488,346.28,20.71
CE-0188,9618900,772488,338.0,22.76
CE-0187,9618850,772488,356.54,19.47
CE-0190,9618800,772488,376.18,23.43
CE-0189,9618750,772488,374.18,24.95
CE-0144,9618700,772488,374.7,23.45
CE-0143,9618650,772488,379.87,21.29
CE-0146,9618600,772488,414.51,15.32
CE-0145,9618550,772488,453.29,24.78
CE-0148,9618500,772488,480.65,21.36
CE-0147,9618450,772488,519.31,24.4
CE-0150,9618400,772488,550.38,18.08
CE-0149,9618350,772488,585.83,18.36
CE-0136,9618300,772488,561.51,16.61
CE-0135,9618250,772488,533.43,17.75
CE-0138,9618200,772488,522.27,16.37
CE-0137,9618150,772488,501.45,16.11
CE-0140,9618100,772488,488.4,22.31
CE-0139,9618050,772488,468.31,19.27
CE-0142,9618000,772488,446.88,17.42
CE-0141,9617950,772488,429.24,16.8
CE-0160,9617900,772488,403.49,20.31
CE-0159,9617850,772488,387.69,15.77
CE-0162,9617800,772488,370.81,18.82
CE-0161,9617750,772488,347.13,16.08
CE-0164,9617700,772488,314.14,10.96
CE-0163,9617650,772488,282.7,16.3
CE-0166,9617600,772488,255.74,9.21
CE-0165,9617550,772488,223.29,17.27
CE-0152,9617500,772488,191.45,16.17
CE-0151,9617450,772488,172.51,23.35
CE-0154,9617400,772488,152.99,17.42
CE-0153,9617350,772488,136.27,19.28
CE-0156,9617300,772488,123.97,24.35
CE-0155,9617250,772488,126.46,22.73
CE-0158,9617200,772488,125.46,17.77
CE-0157,9617150,772488,119.42,7.9
CE-1136,9617100,772488,120.34,23.21
CE-1135,9617050,772488,123.33,23.98
CE-1138,9617000,772488,107.85,8.96
CE-1137,9616950,772488,89.19,13.45
CE-1140,9616915,772488,98.85,6.56
CE-1139,9620050,772538,243.11,20.98
CE-1142,9620000,772538,217.46,16.52
CE-1141,9619950,772538,199.54,12.09
CE-1128,9619900,772538,220.08,24.08
CE-1127,9619850,772538,244.26,19.33
CE-1130,9619800,772538,259.16,23.54
CE-1129,9619750,772538,256.11,15.7
CE-1132,9619700,772538,228.28,9.44
CE-1131,9619650,772538,199.09,19.93
CE-1134,9619600,772538,175.71,17.47
CE-1133,9619550,772538,183.25,15.13
CE-1152,9619500,772538,207.62,18.66
CE-1151,9619450,772538,235.36,12.99
CE-1154,9619400,772538,257.76,23.56
CE-1153,9619350,772538,286.95,21.03
CE-1156,9619300,772538,306.03,15.96
CE-1155,9619250,772538,346.14,12.07
CE-1158,9619200,772538,368.84,16.41
CE-1157,9619150,772538,387.54,23.3
CE-1144,9619100,772538,377.31,17.75
CE-1143,9619050,772538,363.65,17.52
CE-1146,9619000,772538,351.91,21.51
CE-1145,9618950,772538,339.24,17.72
CE-1148,9618900,772538,322.77,13.6
